id	abbreviation	name
rxn29668	TRANS-RXNBWI-115637.ce	TRANS-RXNBWI-115637.ce
rxn29669	TRANS-RXNBWI-115534.ce	TRANS-RXNBWI-115534.ce
rxn29670	TRANS-RXNAVI-26549.ce.brachyexp.CD+2_CD+2	TRANS-RXNAVI-26549.ce.brachyexp.CD+2_CD+2
rxn29671	TRANS-RXNAVI-26549.ce.brachyexp.MN+2_MN+2	TRANS-RXNAVI-26549.ce.brachyexp.MN+2_MN+2
rxn29672	TRANS-RXNAVI-26549.ce.brachyexp.TRIMETHYLSULFONIUM_TRIMETHYLSULFONIUM	TRANS-RXNAVI-26549.ce.brachyexp.TRIMETHYLSULFONIUM_TRIMETHYLSULFONIUM
rxn29673	TRANS-RXNAVI-26571.ce	TRANS-RXNAVI-26571.ce
rxn29726	TRANS-RXNAVI-26584.ce	TRANS-RXNAVI-26584.ce
rxn29728	TRANS-RXNAVI-26584.ce.brachyexp.SIROHEME_SIROHEME	TRANS-RXNAVI-26584.ce.brachyexp.SIROHEME_SIROHEME
rxn29729	TRANS-RXNAVI-26641.ce	TRANS-RXNAVI-26641.ce
rxn29731	TRANS-RXNBWI-115401.ce	TRANS-RXNBWI-115401.ce
rxn29732	TRANS-RXNBWI-115401.ce.maizeexp.CPD-7046_CPD-7046	TRANS-RXNBWI-115401.ce.maizeexp.CPD-7046_CPD-7046
rxn29733	TRANS-RXNBWI-115391.ce	TRANS-RXNBWI-115391.ce
rxn29734	TRANS-RXNBWI-115401.ce.maizeexp.S2O3_S2O3	TRANS-RXNBWI-115401.ce.maizeexp.S2O3_S2O3
rxn29735	TRANS-RXNBWI-115401.ce.maizeexp.SUPER-OXIDE_SUPER-OXIDE	TRANS-RXNBWI-115401.ce.maizeexp.SUPER-OXIDE_SUPER-OXIDE
rxn29736	TRANS-RXNAVI-26716.ce	TRANS-RXNAVI-26716.ce
rxn29737	TRANS-RXNAVI-26723.ce	TRANS-RXNAVI-26723.ce
rxn29738	TRANS-RXNAVI-26732.ce	TRANS-RXNAVI-26732.ce
rxn29739	TRANS-RXNAVI-26732.ce.brachyexp.1-KESTOTRIOSE_1-KESTOTRIOSE	TRANS-RXNAVI-26732.ce.brachyexp.1-KESTOTRIOSE_1-KESTOTRIOSE
rxn29740	TRANS-RXNAVI-26732.ce.brachyexp.4-AMINO-4-DEOXY-L-ARABINOSE_4-AMINO-4-DEOXY-L-ARABINOSE	TRANS-RXNAVI-26732.ce.brachyexp.4-AMINO-4-DEOXY-L-ARABINOSE_4-AMINO-4-DEOXY-L-ARABINOSE
rxn29741	TRANS-RXNAVI-26732.ce.brachyexp.6-KESTOSE_6-KESTOSE	TRANS-RXNAVI-26732.ce.brachyexp.6-KESTOSE_6-KESTOSE
rxn29742	TRANS-RXNAVI-26732.ce.brachyexp.6G-KESTOTETRAOSE_6G-KESTOTETRAOSE	TRANS-RXNAVI-26732.ce.brachyexp.6G-KESTOTETRAOSE_6G-KESTOTETRAOSE
rxn29743	TRANS-RXNAVI-26732.ce.brachyexp.APIOSE_APIOSE	TRANS-RXNAVI-26732.ce.brachyexp.APIOSE_APIOSE
rxn29744	TRANS-RXNAVI-26732.ce.brachyexp.BIFURCOSE_BIFURCOSE	TRANS-RXNAVI-26732.ce.brachyexp.BIFURCOSE_BIFURCOSE
rxn29745	TRANS-RXNAVI-26732.ce.brachyexp.CPD-10235_CPD-10235	TRANS-RXNAVI-26732.ce.brachyexp.CPD-10235_CPD-10235
rxn29746	TRANS-RXNAVI-26732.ce.brachyexp.CPD-1244_CPD-1244	TRANS-RXNAVI-26732.ce.brachyexp.CPD-1244_CPD-1244
rxn29747	TRANS-RXNAVI-26732.ce.brachyexp.CPD-2281_CPD-2281	TRANS-RXNAVI-26732.ce.brachyexp.CPD-2281_CPD-2281
rxn29748	TRANS-RXNAVI-26732.ce.brachyexp.CPD-355_CPD-355	TRANS-RXNAVI-26732.ce.brachyexp.CPD-355_CPD-355
rxn29749	TRANS-RXNAVI-26732.ce.brachyexp.CPD-357_CPD-357	TRANS-RXNAVI-26732.ce.brachyexp.CPD-357_CPD-357
rxn29750	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3683_CPD-3683	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3683_CPD-3683
rxn29751	TRANS-RXNAVI-26732.ce.brachyexp.CPD-369_CPD-369	TRANS-RXNAVI-26732.ce.brachyexp.CPD-369_CPD-369
rxn29752	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3781_CPD-3781	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3781_CPD-3781
rxn29753	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3782_CPD-3782	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3782_CPD-3782
rxn29754	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3783_CPD-3783	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3783_CPD-3783
rxn29755	TRANS-RXNAVI-26732.ce.brachyexp.CPD-7043_CPD-7043	TRANS-RXNAVI-26732.ce.brachyexp.CPD-7043_CPD-7043
rxn29756	TRANS-RXNAVI-26732.ce.brachyexp.CPD-9055_CPD-9055	TRANS-RXNAVI-26732.ce.brachyexp.CPD-9055_CPD-9055
rxn29757	TRANS-RXNAVI-26732.ce.brachyexp.CPD-9056_CPD-9056	TRANS-RXNAVI-26732.ce.brachyexp.CPD-9056_CPD-9056
rxn29758	TRANS-RXNAVI-26732.ce.brachyexp.CPD-9386_CPD-9386	TRANS-RXNAVI-26732.ce.brachyexp.CPD-9386_CPD-9386
rxn29759	TRANS-RXNAVI-26732.ce.brachyexp.CPD-9446_CPD-9446	TRANS-RXNAVI-26732.ce.brachyexp.CPD-9446_CPD-9446
rxn29760	TRANS-RXNAVI-26732.ce.brachyexp.CPD-9550_CPD-9550	TRANS-RXNAVI-26732.ce.brachyexp.CPD-9550_CPD-9550
rxn29761	TRANS-RXNAVI-26732.ce.brachyexp.CPD0-1048_CPD0-1048	TRANS-RXNAVI-26732.ce.brachyexp.CPD0-1048_CPD0-1048
rxn29762	TRANS-RXNAVI-26732.ce.brachyexp.CPD0-1049_CPD0-1049	TRANS-RXNAVI-26732.ce.brachyexp.CPD0-1049_CPD0-1049
rxn29763	TRANS-RXNAVI-26732.ce.brachyexp.CPD0-1050_CPD0-1050	TRANS-RXNAVI-26732.ce.brachyexp.CPD0-1050_CPD0-1050
rxn29764	TRANS-RXNAVI-26732.ce.brachyexp.CPD0-1051_CPD0-1051	TRANS-RXNAVI-26732.ce.brachyexp.CPD0-1051_CPD0-1051
rxn29765	TRANS-RXNAVI-26732.ce.brachyexp.CPD0-1052_CPD0-1052	TRANS-RXNAVI-26732.ce.brachyexp.CPD0-1052_CPD0-1052
rxn29766	TRANS-RXNAVI-26732.ce.brachyexp.CPD0-1114_CPD0-1114	TRANS-RXNAVI-26732.ce.brachyexp.CPD0-1114_CPD0-1114
rxn29767	TRANS-RXNAVI-26732.ce.brachyexp.ERYTHRITOL_ERYTHRITOL	TRANS-RXNAVI-26732.ce.brachyexp.ERYTHRITOL_ERYTHRITOL
rxn29768	TRANS-RXNAVI-26732.ce.brachyexp.GALACTITOL_GALACTITOL	TRANS-RXNAVI-26732.ce.brachyexp.GALACTITOL_GALACTITOL
rxn29769	TRANS-RXNAVI-26732.ce.brachyexp.GLYCEROL_GLYCEROL	TRANS-RXNAVI-26732.ce.brachyexp.GLYCEROL_GLYCEROL
rxn29770	TRANS-RXNAVI-26732.ce.brachyexp.IDURONATE_IDURONATE	TRANS-RXNAVI-26732.ce.brachyexp.IDURONATE_IDURONATE
rxn29771	TRANS-RXNAVI-26732.ce.brachyexp.KDO2-LIPID-A_KDO2-LIPID-A	TRANS-RXNAVI-26732.ce.brachyexp.KDO2-LIPID-A_KDO2-LIPID-A
rxn29772	TRANS-RXNAVI-26732.ce.brachyexp.L-ARABITOL_L-ARABITOL	TRANS-RXNAVI-26732.ce.brachyexp.L-ARABITOL_L-ARABITOL
rxn29773	TRANS-RXNAVI-26732.ce.brachyexp.L-SORBOSONE_L-SORBOSONE	TRANS-RXNAVI-26732.ce.brachyexp.L-SORBOSONE_L-SORBOSONE
rxn29774	TRANS-RXNAVI-26732.ce.brachyexp.LINEAR-ALPHA-GLUCAN_LINEAR-ALPHA-GLUCAN	TRANS-RXNAVI-26732.ce.brachyexp.LINEAR-ALPHA-GLUCAN_LINEAR-ALPHA-GLUCAN
rxn29775	TRANS-RXNAVI-26732.ce.brachyexp.N-ACETYLNEURAMINATE_N-ACETYLNEURAMINATE	TRANS-RXNAVI-26732.ce.brachyexp.N-ACETYLNEURAMINATE_N-ACETYLNEURAMINATE
rxn29776	TRANS-RXNAVI-26732.ce.brachyexp.NYSTOSE_NYSTOSE	TRANS-RXNAVI-26732.ce.brachyexp.NYSTOSE_NYSTOSE
rxn29777	TRANS-RXNAVI-26732.ce.brachyexp.RIBITOL_RIBITOL	TRANS-RXNAVI-26732.ce.brachyexp.RIBITOL_RIBITOL
rxn29778	TRANS-RXNAVI-26732.ce.brachyexp.RIBULOSE_RIBULOSE	TRANS-RXNAVI-26732.ce.brachyexp.RIBULOSE_RIBULOSE
rxn29779	TRANS-RXNAVI-26732.ce.brachyexp.SORBITOL_SORBITOL	TRANS-RXNAVI-26732.ce.brachyexp.SORBITOL_SORBITOL
rxn29780	TRANS-RXNAVI-26732.ce.brachyexp.XYLITOL_XYLITOL	TRANS-RXNAVI-26732.ce.brachyexp.XYLITOL_XYLITOL
rxn29781	TRANS-RXNAVI-26758.ce	TRANS-RXNAVI-26758.ce
rxn29782	TRANS-RXNBWI-115495.ce	TRANS-RXNBWI-115495.ce
rxn29783	TRANS-RXNAVI-26848.ce	TRANS-RXNAVI-26848.ce
rxn29784	TRANS-RXNBWI-115572.ce.maizeexp.ATP_ATP	TRANS-RXNBWI-115572.ce.maizeexp.ATP_ATP
rxn29785	TRANS-RXNAVI-26920.ce	TRANS-RXNAVI-26920.ce
rxn29786	TRANS-RXNAVI-27033.ce	TRANS-RXNAVI-27033.ce
rxn29788	TRANS-RXNAVI-27033.ce.brachyexp.PROTOHEME_PROTOHEME	TRANS-RXNAVI-27033.ce.brachyexp.PROTOHEME_PROTOHEME
rxn29789	TRANS-RXNAVI-27033.ce.brachyexp.SIROHEME_SIROHEME	TRANS-RXNAVI-27033.ce.brachyexp.SIROHEME_SIROHEME
rxn29790	TRANS-RXNAVI-27173.ce	TRANS-RXNAVI-27173.ce
rxn29791	TRANS-RXNAVI-27266.ce	TRANS-RXNAVI-27266.ce
rxn29792	TRANS-RXNAVI-27560.ce	TRANS-RXNAVI-27560.ce
rxn29824	TRANS-RXNAVI-27585.ce	TRANS-RXNAVI-27585.ce
rxn29825	TRANS-RXNAVI-27596.ce	TRANS-RXNAVI-27596.ce
rxn29826	TRANS-RXNAVI-27596.ce.brachyexp.1-KESTOTRIOSE_1-KESTOTRIOSE	TRANS-RXNAVI-27596.ce.brachyexp.1-KESTOTRIOSE_1-KESTOTRIOSE
rxn29827	TRANS-RXNAVI-27596.ce.brachyexp.6-KESTOSE_6-KESTOSE	TRANS-RXNAVI-27596.ce.brachyexp.6-KESTOSE_6-KESTOSE
rxn29828	TRANS-RXNAVI-27596.ce.brachyexp.6G-KESTOTETRAOSE_6G-KESTOTETRAOSE	TRANS-RXNAVI-27596.ce.brachyexp.6G-KESTOTETRAOSE_6G-KESTOTETRAOSE
rxn29829	TRANS-RXNAVI-27596.ce.brachyexp.BIFURCOSE_BIFURCOSE	TRANS-RXNAVI-27596.ce.brachyexp.BIFURCOSE_BIFURCOSE
rxn29830	TRANS-RXNAVI-27596.ce.brachyexp.CHITOBIOSE_CHITOBIOSE	TRANS-RXNAVI-27596.ce.brachyexp.CHITOBIOSE_CHITOBIOSE
rxn29831	TRANS-RXNAVI-27596.ce.brachyexp.CPD-10235_CPD-10235	TRANS-RXNAVI-27596.ce.brachyexp.CPD-10235_CPD-10235
rxn29832	TRANS-RXNAVI-27596.ce.brachyexp.CPD-10309_CPD-10309	TRANS-RXNAVI-27596.ce.brachyexp.CPD-10309_CPD-10309
rxn29833	TRANS-RXNAVI-27596.ce.brachyexp.CPD-2281_CPD-2281	TRANS-RXNAVI-27596.ce.brachyexp.CPD-2281_CPD-2281
rxn29834	TRANS-RXNAVI-27596.ce.brachyexp.CPD-3781_CPD-3781	TRANS-RXNAVI-27596.ce.brachyexp.CPD-3781_CPD-3781
rxn29835	TRANS-RXNAVI-27596.ce.brachyexp.CPD-3782_CPD-3782	TRANS-RXNAVI-27596.ce.brachyexp.CPD-3782_CPD-3782
rxn29836	TRANS-RXNAVI-27596.ce.brachyexp.CPD-3783_CPD-3783	TRANS-RXNAVI-27596.ce.brachyexp.CPD-3783_CPD-3783
rxn29837	TRANS-RXNAVI-27596.ce.brachyexp.CPD-7043_CPD-7043	TRANS-RXNAVI-27596.ce.brachyexp.CPD-7043_CPD-7043
rxn29838	TRANS-RXNAVI-27596.ce.brachyexp.CPD-8939_CPD-8939	TRANS-RXNAVI-27596.ce.brachyexp.CPD-8939_CPD-8939
rxn29839	TRANS-RXNAVI-27596.ce.brachyexp.CPD-9550_CPD-9550	TRANS-RXNAVI-27596.ce.brachyexp.CPD-9550_CPD-9550
rxn29840	TRANS-RXNAVI-27596.ce.brachyexp.CPD0-1048_CPD0-1048	TRANS-RXNAVI-27596.ce.brachyexp.CPD0-1048_CPD0-1048
rxn29841	TRANS-RXNAVI-27596.ce.brachyexp.CPD0-1049_CPD0-1049	TRANS-RXNAVI-27596.ce.brachyexp.CPD0-1049_CPD0-1049
rxn29842	TRANS-RXNAVI-27596.ce.brachyexp.CPD0-1050_CPD0-1050	TRANS-RXNAVI-27596.ce.brachyexp.CPD0-1050_CPD0-1050
rxn29843	TRANS-RXNAVI-27596.ce.brachyexp.CPD0-1051_CPD0-1051	TRANS-RXNAVI-27596.ce.brachyexp.CPD0-1051_CPD0-1051
rxn29844	TRANS-RXNAVI-27596.ce.brachyexp.CPD0-1052_CPD0-1052	TRANS-RXNAVI-27596.ce.brachyexp.CPD0-1052_CPD0-1052
rxn29845	TRANS-RXNAVI-27596.ce.brachyexp.KDO2-LIPID-A_KDO2-LIPID-A	TRANS-RXNAVI-27596.ce.brachyexp.KDO2-LIPID-A_KDO2-LIPID-A
rxn29846	TRANS-RXNAVI-27596.ce.brachyexp.LINEAR-ALPHA-GLUCAN_LINEAR-ALPHA-GLUCAN	TRANS-RXNAVI-27596.ce.brachyexp.LINEAR-ALPHA-GLUCAN_LINEAR-ALPHA-GLUCAN
rxn29847	TRANS-RXNAVI-27596.ce.brachyexp.NYSTOSE_NYSTOSE	TRANS-RXNAVI-27596.ce.brachyexp.NYSTOSE_NYSTOSE
rxn29848	TRANS-RXNAVI-27627.ce	TRANS-RXNAVI-27627.ce
rxn29849	TRANS-RXNAVI-27648.ce	TRANS-RXNAVI-27648.ce
rxn29850	TRANS-RXNAVI-27838.ce	TRANS-RXNAVI-27838.ce
rxn29851	TRANS-RXNAVI-27988.ce	TRANS-RXNAVI-27988.ce
rxn29852	TRANS-RXNBWI-115572.ce.maizeexp.ADP_ADP	TRANS-RXNBWI-115572.ce.maizeexp.ADP_ADP
rxn29853	TRANS-RXNAVI-27988.ce.brachyexp.CAMP_CAMP	TRANS-RXNAVI-27988.ce.brachyexp.CAMP_CAMP
rxn29854	TRANS-RXNAVI-27988.ce.brachyexp.CDP_CDP	TRANS-RXNAVI-27988.ce.brachyexp.CDP_CDP
rxn29855	TRANS-RXNAVI-27988.ce.brachyexp.CTP_CTP	TRANS-RXNAVI-27988.ce.brachyexp.CTP_CTP
rxn29856	TRANS-RXNBWI-115572.ce.maizeexp.DADP_DADP	TRANS-RXNBWI-115572.ce.maizeexp.DADP_DADP
rxn29857	TRANS-RXNBWI-115572.ce.maizeexp.DATP_DATP	TRANS-RXNBWI-115572.ce.maizeexp.DATP_DATP
rxn29858	TRANS-RXNAVI-27988.ce.brachyexp.DCDP_DCDP	TRANS-RXNAVI-27988.ce.brachyexp.DCDP_DCDP
rxn29859	TRANS-RXNAVI-27988.ce.brachyexp.DCMP_DCMP	TRANS-RXNAVI-27988.ce.brachyexp.DCMP_DCMP
rxn29860	TRANS-RXNAVI-27988.ce.brachyexp.DCTP_DCTP	TRANS-RXNAVI-27988.ce.brachyexp.DCTP_DCTP
rxn29861	TRANS-RXNBWI-115572.ce.maizeexp.DGDP_DGDP	TRANS-RXNBWI-115572.ce.maizeexp.DGDP_DGDP
rxn29862	TRANS-RXNAVI-27988.ce.brachyexp.DGMP_DGMP	TRANS-RXNAVI-27988.ce.brachyexp.DGMP_DGMP
rxn29863	TRANS-RXNBWI-115572.ce.maizeexp.DGTP_DGTP	TRANS-RXNBWI-115572.ce.maizeexp.DGTP_DGTP
rxn29864	TRANS-RXNAVI-27988.ce.brachyexp.DUDP_DUDP	TRANS-RXNAVI-27988.ce.brachyexp.DUDP_DUDP
rxn29865	TRANS-RXNAVI-27988.ce.brachyexp.DUMP_DUMP	TRANS-RXNAVI-27988.ce.brachyexp.DUMP_DUMP
rxn29866	TRANS-RXNAVI-27988.ce.brachyexp.DUTP_DUTP	TRANS-RXNAVI-27988.ce.brachyexp.DUTP_DUTP
rxn29867	TRANS-RXNBWI-115572.ce.maizeexp.GDP_GDP	TRANS-RXNBWI-115572.ce.maizeexp.GDP_GDP
rxn29868	TRANS-RXNBWI-115572.ce.maizeexp.GTP_GTP	TRANS-RXNBWI-115572.ce.maizeexp.GTP_GTP
rxn29869	TRANS-RXNBWI-115572.ce.maizeexp.IMP_IMP	TRANS-RXNBWI-115572.ce.maizeexp.IMP_IMP
rxn29870	TRANS-RXNAVI-27988.ce.brachyexp.TDP_TDP	TRANS-RXNAVI-27988.ce.brachyexp.TDP_TDP
rxn29871	TRANS-RXNAVI-27988.ce.brachyexp.TTP_TTP	TRANS-RXNAVI-27988.ce.brachyexp.TTP_TTP
rxn29872	TRANS-RXNAVI-27988.ce.brachyexp.UDP_UDP	TRANS-RXNAVI-27988.ce.brachyexp.UDP_UDP
rxn29873	TRANS-RXNAVI-27988.ce.brachyexp.UTP_UTP	TRANS-RXNAVI-27988.ce.brachyexp.UTP_UTP
rxn29874	TRANS-RXNBWI-115356.ce	TRANS-RXNBWI-115356.ce
rxn29875	TRANS-RXNBWI-115370.ce	TRANS-RXNBWI-115370.ce
rxn29876	TRANS-RXNBWI-115383.ce	TRANS-RXNBWI-115383.ce
rxn29877	TRANS-RXNBWI-115388.ce	TRANS-RXNBWI-115388.ce
rxn29878	TRANS-RXNBWI-115420.ce	TRANS-RXNBWI-115420.ce
rxn29879	TRANS-RXNBWI-115429.ce	TRANS-RXNBWI-115429.ce
rxn29880	TRANS-RXNBWI-115444.ce	TRANS-RXNBWI-115444.ce
rxn29881	TRANS-RXNBWI-115447.ce	TRANS-RXNBWI-115447.ce
rxn29882	TRANS-RXNBWI-115506.ce	TRANS-RXNBWI-115506.ce
rxn29883	TRANS-RXNBWI-115551.ce	TRANS-RXNBWI-115551.ce
rxn29884	TRANS-RXNBWI-115562.ce	TRANS-RXNBWI-115562.ce
rxn29885	TRANS-RXNBWI-115562.ce.maizeexp.CPD-13040_CPD-13040	TRANS-RXNBWI-115562.ce.maizeexp.CPD-13040_CPD-13040
rxn29886	TRANS-RXNBWI-115572.ce	TRANS-RXNBWI-115572.ce
rxn29887	TRANS-RXNBWI-115575.ce	TRANS-RXNBWI-115575.ce
rxn29888	TRANS-RXNBWI-30.ce	folate transport (Plasma membrane)
rxn29889	TRANS-RXNBWI-115630.ce	TRANS-RXNBWI-115630.ce
rxn29890	TRANS-RXNBWI-115630.ce.maizeexp.2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET_2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET	TRANS-RXNBWI-115630.ce.maizeexp.2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET_2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET
rxn29891	TRANS-RXNBWI-115630.ce.maizeexp.4-CYTIDINE-5-DIPHOSPHO-2-C_4-CYTIDINE-5-DIPHOSPHO-2-C	TRANS-RXNBWI-115630.ce.maizeexp.4-CYTIDINE-5-DIPHOSPHO-2-C_4-CYTIDINE-5-DIPHOSPHO-2-C
rxn29892	TRANS-RXNBWI-115630.ce.maizeexp.ADP-D-GLUCOSE_ADP-D-GLUCOSE	TRANS-RXNBWI-115630.ce.maizeexp.ADP-D-GLUCOSE_ADP-D-GLUCOSE
rxn29893	TRANS-RXNBWI-115630.ce.maizeexp.C1_C1	TRANS-RXNBWI-115630.ce.maizeexp.C1_C1
rxn29894	TRANS-RXNBWI-115630.ce.maizeexp.C3_C3	TRANS-RXNBWI-115630.ce.maizeexp.C3_C3
rxn29895	TRANS-RXNBWI-115630.ce.maizeexp.CPD-10794_CPD-10794	TRANS-RXNBWI-115630.ce.maizeexp.CPD-10794_CPD-10794
rxn29896	TRANS-RXNBWI-115630.ce.maizeexp.CPD-12258_CPD-12258	TRANS-RXNBWI-115630.ce.maizeexp.CPD-12258_CPD-12258
rxn29897	TRANS-RXNBWI-115630.ce.maizeexp.CPD-12575_CPD-12575	TRANS-RXNBWI-115630.ce.maizeexp.CPD-12575_CPD-12575
rxn29898	TRANS-RXNBWI-115630.ce.maizeexp.CPD-663_CPD-663	TRANS-RXNBWI-115630.ce.maizeexp.CPD-663_CPD-663
rxn29899	TRANS-RXNBWI-115630.ce.maizeexp.CPD-9007_CPD-9007	TRANS-RXNBWI-115630.ce.maizeexp.CPD-9007_CPD-9007
rxn29900	TRANS-RXNBWI-115630.ce.maizeexp.DTDP-D-GLUCOSE_DTDP-D-GLUCOSE	TRANS-RXNBWI-115630.ce.maizeexp.DTDP-D-GLUCOSE_DTDP-D-GLUCOSE
rxn29901	TRANS-RXNBWI-115630.ce.maizeexp.DTDP-DEOH-DEOXY-MANNOSE_DTDP-DEOH-DEOXY-MANNOSE	TRANS-RXNBWI-115630.ce.maizeexp.DTDP-DEOH-DEOXY-MANNOSE_DTDP-DEOH-DEOXY-MANNOSE
rxn29902	TRANS-RXNBWI-115630.ce.maizeexp.DTDP-RHAMNOSE_DTDP-RHAMNOSE	TRANS-RXNBWI-115630.ce.maizeexp.DTDP-RHAMNOSE_DTDP-RHAMNOSE
rxn29903	TRANS-RXNBWI-115630.ce.maizeexp.GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE_GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE	TRANS-RXNBWI-115630.ce.maizeexp.GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE_GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE
rxn29904	TRANS-RXNBWI-115630.ce.maizeexp.GDP-D-GLUCOSE_GDP-D-GLUCOSE	TRANS-RXNBWI-115630.ce.maizeexp.GDP-D-GLUCOSE_GDP-D-GLUCOSE
rxn29905	TRANS-RXNBWI-115630.ce.maizeexp.GDP-L-GALACTOSE_GDP-L-GALACTOSE	TRANS-RXNBWI-115630.ce.maizeexp.GDP-L-GALACTOSE_GDP-L-GALACTOSE
rxn29906	TRANS-RXNBWI-115630.ce.maizeexp.GDP-MANNOSE_GDP-MANNOSE	TRANS-RXNBWI-115630.ce.maizeexp.GDP-MANNOSE_GDP-MANNOSE
rxn29907	TRANS-RXNBWI-115630.ce.maizeexp.OH-MYRISTOYL_OH-MYRISTOYL	TRANS-RXNBWI-115630.ce.maizeexp.OH-MYRISTOYL_OH-MYRISTOYL
rxn29908	TRANS-RXNBWI-115630.ce.maizeexp.UDP-D-GALACTURONATE_UDP-D-GALACTURONATE	TRANS-RXNBWI-115630.ce.maizeexp.UDP-D-GALACTURONATE_UDP-D-GALACTURONATE
rxn29909	TRANS-RXNBWI-115630.ce.maizeexp.UDP-D-XYLOSE_UDP-D-XYLOSE	TRANS-RXNBWI-115630.ce.maizeexp.UDP-D-XYLOSE_UDP-D-XYLOSE
rxn29910	TRANS-RXNBWI-115630.ce.maizeexp.UDP-GALACTOSE_UDP-GALACTOSE	TRANS-RXNBWI-115630.ce.maizeexp.UDP-GALACTOSE_UDP-GALACTOSE
rxn29911	TRANS-RXNBWI-115630.ce.maizeexp.UDP-GLUCURONATE_UDP-GLUCURONATE	TRANS-RXNBWI-115630.ce.maizeexp.UDP-GLUCURONATE_UDP-GLUCURONATE
rxn29912	TRANS-RXNBWI-115630.ce.maizeexp.UDP-L-RHAMNOSE_UDP-L-RHAMNOSE	TRANS-RXNBWI-115630.ce.maizeexp.UDP-L-RHAMNOSE_UDP-L-RHAMNOSE
rxn29913	TRANS-RXNBWI-115630.ce.maizeexp.UDP-N-ACETYL-D-GLUCOSAMINE_UDP-N-ACETYL-D-GLUCOSAMINE	TRANS-RXNBWI-115630.ce.maizeexp.UDP-N-ACETYL-D-GLUCOSAMINE_UDP-N-ACETYL-D-GLUCOSAMINE
rxn29914	TRANS-RXNBWI-115630.ce.maizeexp.UDP-OHMYR-ACETYLGLUCOSAMINE_UDP-OHMYR-ACETYLGLUCOSAMINE	TRANS-RXNBWI-115630.ce.maizeexp.UDP-OHMYR-ACETYLGLUCOSAMINE_UDP-OHMYR-ACETYLGLUCOSAMINE
rxn29915	TRANS-RXNBWI-115630.ce.maizeexp.UDP-SULFOQUINOVOSE_UDP-SULFOQUINOVOSE	TRANS-RXNBWI-115630.ce.maizeexp.UDP-SULFOQUINOVOSE_UDP-SULFOQUINOVOSE
rxn29916	TRANS-RXNBWI-115646.ce	TRANS-RXNBWI-115646.ce
rxn29917	TRANS-RXNBWI-115653.ce	TRANS-RXNBWI-115653.ce
rxn29918	TRANS-RXNBWI-115664.ce	TRANS-RXNBWI-115664.ce
rxn29919	TRANSALDOL-RXN.d	TRANSALDOL-RXN.d
rxn29920	TRANSENOYLCOARED-RXN.m	Trans-2-enoyl-CoA reductase (NADPH)
rxn29921	TREHALA-RXN.e	Trehalase
rxn29922	TREHALOSE6PSYN-RXN.m	UDP-glucose-glucosephosphate glucosyltransferase
rxn29923	TREHALOSE6PSYN-RXN.m.plantexp.CPD-12575	UDP-glucose-glucosephosphate glucosyltransferase
rxn29924	TREHALOSEPHOSPHA-RXN.m	trehalose-6-phosphate phosphohydrolase
rxn29925	TRIACYLGLYCEROL-LIPASE-RXN.d	hepatic monoacylglycerol acyltransferase
rxn29926	TRNA-(GUANINE-N2-)-METHYLTRANSFERASE-RXN.c	tRNA (guanine-N2-)-methyltransferase
rxn29927	TRNA-ADENINE-N1--METHYLTRANSFERASE-RXN.c	S-adenosyl-L-methionine:tRNA (adenine-N1-)-methyltransferase
rxn29928	TRNA-ADENYLYLTRANSFERASE-RXN.m	CCA-adding enzyme
rxn29929	TRNA-CYTIDYLYLTRANSFERASE-RXN.m	tRNA CCA-pyrophosphorylase
rxn29930	TRNA-CYTOSINE-5--METHYLTRANSFERASE-RXN.c	tRNA (cytosine-5-)-methyltransferase
rxn29931	TRNA-GUANINE-N1--METHYLTRANSFERASE-RXN.c	S-adenosyl-L-methionine:tRNA (guanine-N1-)-methyltransferase
rxn29932	TRNA-GUANINE-N2--METHYLTRANSFERASE-RXN.c	transfer ribonucleate guanine N2-methyltransferase
rxn29933	TRNA-ISOPENTENYLTRANSFERASE-RXN.c	IPP transferase
rxn29934	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN.m	tRNA-pseudouridine synthase I
rxn29935	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN.n	tRNA-pseudouridine synthase I
rxn29936	TRYPSYN-RXN.d	tryptophan synthase
rxn29937	TRYPTOPHAN--TRNA-LIGASE-RXN.m	Tryptophan translase
rxn29938	TYROSINE-N-MONOOXYGENASE-RXN.d	Tyrosine N-hydroxylase
